0.7682218,0.08847743,2.8046653
0.30742282,0.6340787,1.4222684
0.89644474,0.45562798,3.1893342
0.34889346,0.4017173,1.5466805
0.16885895,0.29388845,1.0065768
0.6976676,0.8000114,2.5930028
0.28226858,0.68160856,1.3468058
0.3970999,0.8741559,1.6912997
0.55290705,0.9527381,2.1587212
0.18523103,0.37341738,1.0556931
0.9320004,0.17591017,3.2960012
0.15067977,0.031719506,0.9520393
0.929799,0.7231092,3.289397
0.5262958,0.24365824,2.0788875
0.03315264,0.13871688,0.5994579
0.81546897,0.7931606,2.9464068
0.4819588,0.81978035,1.9458764
0.6984411,0.5675464,2.5953233
0.20559883,0.593172,1.1167965
0.15345693,0.24170822,0.9603708
0.7010802,0.20382375,2.6032405
0.774486,0.43689132,2.823458
0.61585236,0.8101883,2.347557
0.11468822,0.31676513,0.84406465
0.9142747,0.93510365,3.242824
0.5995073,0.06520867,2.2985218
0.18719733,0.034022927,1.061592
0.8801799,0.0012360215,3.1405396
0.41577,0.41771942,1.7473099
0.6922781,0.20384824,2.5768342
0.75285405,0.8579358,2.758562
0.005132377,0.17565155,0.51539713
0.6046507,0.10995799,2.313952
0.97037464,0.83690894,3.411124
0.3741576,0.023700953,1.6224728
0.123470545,0.11432165,0.87041163
0.5750725,0.29523486,2.2252176
0.19573045,0.95368505,1.0871913
0.07835853,0.37555784,0.7350756
0.57295054,0.61858714,2.2188516
0.5299501,0.25603563,2.0898502
0.02037555,0.20364666,0.56112665
0.25644332,0.32508332,1.26933
0.39364243,0.6068782,1.6809273
0.47434032,0.8579254,1.923021
0.5138961,0.45686555,2.0416884
0.81791973,0.9736231,2.9537592
0.97470677,0.46383917,3.4241204
0.2629614,0.8404526,1.2888842
0.25147682,0.11684412,1.2544305
0.0779959,0.39858162,0.7339877
0.77032053,0.017784059,2.8109617
0.10874528,0.39429486,0.82623583
0.40369236,0.40182865,1.7110771
0.068281054,0.42176026,0.70484316
0.27286255,0.6883496,1.3185877
0.46625638,0.9397097,1.8987691
0.95150155,0.6810769,3.3545046
0.8163487,0.44230276,2.9490461
0.89982665,0.09595239,3.19948
0.39531565,0.8570563,1.685947
0.7402527,0.6765795,2.720758
0.39484727,0.08795929,1.6845418
0.89698905,0.8421124,3.190967
0.52229995,0.14753294,2.0668998
0.20864725,0.6708725,1.1259418
0.4890914,0.52103406,1.9672742
0.122039974,0.15674388,0.8661199
0.8499667,0.3202675,3.0499
0.6808038,0.563313,2.5424113
0.40115923,0.5627332,1.7034776
0.49648678,0.5637965,1.9894603
0.23793429,0.90374637,1.2138028
0.4640969,0.99461937,1.8922907
0.5141565,0.066695035,2.0424695
0.14385962,0.35806787,0.9315789
0.4259563,0.50546914,1.777869
0.5624194,0.9478464,2.1872582
0.18389302,0.72425205,1.0516791
0.28808743,0.64706135,1.3642623
0.875114,0.33904207,3.1253421
0.7574118,0.016453922,2.7722354
0.08653879,0.50689125,0.7596164
0.23666352,0.5660855,1.2099905
0.35384023,0.20315295,1.5615207
0.0044258237,0.725697,0.5132775
0.16632986,0.21194929,0.9989896
0.76478684,0.8837609,2.7943606
0.33302015,0.36027592,1.4990604
0.91101736,0.6359461,3.233052
0.2649613,0.02726549,1.294884
0.21940875,0.054212093,1.1582263
0.1752944,0.44311923,1.0258832
0.51592916,0.16355914,2.0477874
0.8985412,0.58141935,3.1956236
0.3323797,0.6472777,1.4971391
0.47776443,0.1954779,1.9332933
0.65808296,0.4896857,2.474249
0.1917851,0.8457724,1.0753553
0.70483273,0.33187324,2.6144981
