-1.1523602,-0.25057858,-0.43387884,0.84871036,0.6920092,2163.0786
-2.1152196,0.32227492,-1.2633348,0.3499832,0.3081339,2104.96
1.2376579,1.1167772,-0.24727765,-1.3526537,-1.6959313,1592.1019
0.7935084,0.59883946,-1.5550951,-0.3413603,1.8530061,1539.9465
-0.58549714,-0.17339702,0.18347792,1.3893661,1.5863343,267.46582
-0.8436768,-0.6135831,0.03159274,-0.49267703,0.24841475,-1.1799232
0.112411186,0.64079237,0.44115627,-0.10230965,0.792444,1683.2826
0.052507486,0.5228604,2.3022053,-1.4688939,-1.5866888,833.87897
0.8728312,1.0553576,0.17784412,-0.23033547,-0.3917544,1.1571289
-0.39515752,-0.4462172,0.7440207,1.5209795,3.4105027,25.329027
-1.234135,1.8197253,-0.5515287,-0.569248,0.9199713,2036.9855
1.2898738,-1.4781743,2.5672328,-0.4731198,0.33555073,6.2057147
-0.54974365,-0.47983426,-0.49968216,-1.06698,1.1149396,-0.5061907
0.80575365,-0.09334823,0.6870502,-0.83831537,0.00089182175,-0.11459984
-0.40003455,1.039462,0.3581531,-0.24600095,2.3025165,76.730125
-0.049727023,-1.0449786,-0.95650053,0.03353186,0.7100866,488.61166
-1.3601689,0.34456542,0.5198677,-2.6133225,-1.6964747,-16.41782
0.279955,0.2469264,0.076887004,0.3380058,0.45440176,5.465496
-0.865371,0.78130794,-0.9267894,-0.21883368,-2.4350653,-13.792458
-0.033986602,0.9625183,0.34916824,-0.921462,-0.056194782,1090.059
-0.46372217,1.9217824,-0.4025455,0.12390248,1.1647835,9.623162
1.3872952,-0.88337576,-0.41891345,-0.8048267,0.5656091,275.44467
0.46688354,1.9506571,-1.0630985,-0.077325754,0.116398655,2.1632996
-1.2439286,-0.10209263,-1.0335484,-0.31263885,0.24578549,-2.9477046
0.11833705,0.24395832,1.1646006,0.28857586,0.38659775,2615.5054
-0.117926985,0.1921991,-0.7721569,-1.9003456,0.13067743,833.5037
0.31472096,0.15739289,0.3853627,0.9671457,-0.99108285,1.6285719
-0.10731688,0.99845636,-0.49871477,0.7611109,0.61830086,630.9009
0.21333301,-0.12005083,0.36045974,-0.3140355,-1.078708,-4.653633
-1.3962274,-0.06614456,-0.35835508,-1.5615617,-0.3546433,-51.0389
0.13147806,1.5735376,0.78142935,-1.078658,-0.72090983,1372.6685
0.275635,0.66678107,-0.99438965,-1.1893647,-1.1959498,-11.194851
0.5334718,0.40688664,0.39458653,0.17151096,0.87604475,2298.7725
1.0216401,-0.07439491,-1.0922236,0.3920264,0.5945261,1302.1575
-1.2063024,0.6074397,-0.5471568,1.1710892,0.097496286,566.8991
0.8403232,-1.2536547,0.98683614,-0.49465504,-1.283043,-580.10065
1.2835777,-0.6658616,0.5651337,0.28770372,-0.033375256,328.10272
-0.11442617,-0.34333584,1.5712649,0.19161488,0.37994194,7.5791907
0.6376179,-0.28129008,-1.329876,-0.1420107,-0.5341458,1365.0071
0.86150426,-0.8869631,0.8387747,1.1528952,-1.7610976,-2.031656
-1.7556711,0.0761662,-1.0786035,1.4403417,-0.11059419,2.2385564
-0.1691741,-0.06402487,1.0384256,0.9068235,-0.47551355,-228.06294
0.1447429,1.9028565,0.3903958,-0.039372582,-0.8014718,1.8226388
-0.36151406,0.5851132,-1.1560068,-0.14336488,-0.19474058,211.27104
1.3945203,0.5969001,-0.48284835,-0.3660986,-1.3270522,-6.6337934
2.0654995,-0.23395768,0.7073183,0.5800481,0.26830208,7.381836
0.5340205,-0.5353949,-0.8636656,-0.02349435,1.1716698,3.4451234
-0.19871552,-1.1559409,-0.31666976,0.9402981,-1.1469542,1426.5302
0.79175854,-0.18467577,-0.7317725,-0.08065191,-0.98006076,-6.402959
-0.4889547,-0.81373125,0.8199948,-0.6331734,1.2947547,5.5494328
-0.6204337,0.9883892,-0.43217802,-0.62321943,-0.21624534,1573.4684
0.7869553,0.10759073,-1.0714777,-0.116647765,-1.0169708,931.6668
0.47843775,-1.2295241,-1.3700367,1.5435418,-0.033207,0.71101135
-0.2555965,-0.12923102,-0.054594755,0.40834674,1.1263659,7.6584716
1.0076851,1.0046417,-0.43351972,-1.2425977,1.2845501,-684.2157
0.53036857,-0.0145307295,-2.235718,1.4660301,-1.2190582,-5.658659
3.930004,-0.12442428,0.29534167,0.3826542,-0.54972136,2.431627
1.3459369,1.9456682,-1.2903639,-2.349476,-2.068862,2199.805
-0.6946201,1.9594572,-1.1038278,0.5411418,1.5389583,11.135682
1.246405,0.11507506,1.6193073,0.4636934,1.3007355,15.049076
0.0651267,0.77324104,-0.97013843,-0.8876769,-0.31831706,-667.46295
0.45428365,0.49895304,0.87799746,0.38944435,1.4625175,2161.742
-0.5333999,-0.034651347,0.65729696,-0.3112243,-0.56200355,1240.0405
-1.2721126,-0.17401844,0.55411685,-0.18165524,-0.23447339,904.1362
0.79732287,1.2642155,0.9354917,0.5454632,-1.5373887,1495.474
0.7400597,1.4502208,4.1014934,1.1182257,-1.5668478,13.203231
0.5743867,1.2380632,-0.6405401,-0.76447284,0.24084058,0.031147208
-2.2318141,1.3892109,-0.50233257,1.679693,-1.023953,2.7397602
-1.217692,0.7649633,1.1971186,-0.71278685,-0.06557541,2.3732033
1.785171,-0.011840681,0.9796671,-1.0660515,1.7719636,682.6007
-0.2769017,0.74892545,-0.64345515,-0.95175934,0.27152124,513.2684
1.849982,1.19095,-0.5898564,0.9646938,-1.5093513,686.07623
1.2287956,-0.48546082,0.45357096,1.3514447,0.43392682,1145.82
-0.18602684,0.27565816,0.109690644,0.35942408,-0.7537387,373.03873
-0.25444418,1.5800135,-0.24436437,-1.1991092,-0.02568617,1910.0801
-1.0596528,3.4028263,-0.56867,-0.47548905,1.7431631,1943.6299
-0.3164144,1.2937437,1.3452626,0.19394375,1.5716748,16.152367
1.3950834,0.3427455,-1.6044924,-0.5873053,0.60038847,1681.0883
-0.09645469,0.33026883,-0.1875189,-1.4270647,0.5925545,-1.7775043
0.035760924,0.21601258,-0.91608,1.5598513,-3.1537244,-10.86762
-0.4302971,-0.33322516,-1.5463973,-0.0147169065,1.2251118,1.5036904
-1.6314973,-0.05687696,0.629659,0.27116904,-0.6859827,57.757454
1.679667,-0.8808245,0.5800328,0.3642299,0.08813406,3.679433
-0.70636976,-0.16421615,-0.97146815,-1.030844,0.64727926,-3.555569
0.71665096,-2.0001886,-2.4096577,0.21942289,-1.6988605,-17.463993
-1.6612948,-0.54607284,-0.6301779,-0.63465005,0.9746645,-0.49094993
0.029889857,1.7092352,-0.7257586,-0.77353716,0.59621435,2.0855653
1.1455933,0.73934186,1.253198,-0.4445231,0.81845194,1151.5259
0.36031604,-1.6146107,-2.4733615,0.036155786,-0.342218,-11.153717
-0.05687851,0.8436175,0.68287385,3.3943958,-1.6687781,720.20703
-0.285985,0.33505186,1.1719372,1.2955022,0.89086163,197.07568
-1.1726574,-0.68704545,-2.3348582,0.09404076,-0.20208217,165.17957
2.0118418,-0.3367917,0.32598034,0.53520197,1.9732895,1401.0397
-0.030574493,0.12672815,0.0055465633,0.794336,0.4071536,2217.0903
1.3102548,-0.96505266,0.8806112,-0.10247438,-0.67701006,1552.7185
-1.6185554,0.5079081,2.3229542,0.22977534,-0.5296529,6.3902216
0.004261419,-1.2578868,-1.0844678,0.7529794,0.32364774,-0.2580549
1.3056118,0.21175182,0.2719623,-0.92684317,-2.7329998,-14.531965
-0.27399963,0.13978058,0.50856197,0.27709973,-0.98124963,1651.6472
1.5689952,-0.081852585,-0.3494001,0.20242652,-0.28838313,-0.073202625
2.4187312,1.3278693,-0.26386023,0.36446592,2.5440164,-219.06693
2.4426093,0.01037451,-0.9964888,0.97850007,-0.44143954,0.96704894
0.79797685,-1.1071447,2.3305755,-0.7650176,-0.47496715,690.70605
